股票代码,交易日期,开盘价,最高价,最低价,收盘价,昨收价,涨跌额,涨跌幅（%）,成交量（手）,成交额（万元）
000858.SZ,2007/5/9,395.84,395.84,368.63,380.67,395.84,-15.17,-3.83,598968,147797.6448
000858.SZ,2007/5/10,379.89,387.39,367.06,382.39,380.67,1.72,0.45,585955,141979.2512
000858.SZ,2007/5/11,375.2,381.14,370.5,373.16,382.39,-9.23,-2.41,471396,113645.9136
000858.SZ,2007/5/14,368.94,379.57,361.12,370.82,373.16,-2.34,-0.63,545778,131112.5888
000858.SZ,2007/5/15,369.72,381.45,367.38,375.2,370.82,4.38,1.18,699069,168588.2496
000858.SZ,2007/5/16,381.45,409.44,381.29,406,375.2,30.8,8.21,1226331,314736.9472
000858.SZ,2007/5/17,409.29,426.65,408.97,411.63,406,5.63,1.39,773003,207580.0576
000858.SZ,2007/5/18,411.79,412.57,401.62,405.53,411.63,-6.1,-1.48,505406,132168.7552
000858.SZ,2007/5/21,387.71,415.86,386.14,406.16,405.53,0.63,0.16,512834,134557.44
000858.SZ,2007/5/22,405.85,410.85,399.9,402.41,406.16,-3.75,-0.92,511185,133081.4848
000858.SZ,2007/5/23,402.09,415.86,399.28,409.29,402.41,6.88,1.71,518416,136924.032
000858.SZ,2007/5/24,408.82,410.38,393.96,401.47,409.29,-7.82,-1.91,499546,129087.0912
000858.SZ,2007/5/25,401.16,422.89,393.49,411.79,401.47,10.32,2.57,665752,177076.6592
000858.SZ,2007/5/28,412.41,436.19,412.41,427.58,411.79,15.79,3.83,661235,182355.904
000858.SZ,2007/5/29,435.87,450.26,433.06,447.91,427.58,20.33,4.75,712600,203483.968
000858.SZ,2007/5/30,418.98,464.02,415.86,427.58,447.91,-20.33,-4.54,1098223,310013.952
000858.SZ,2007/5/31,428.37,470.75,403.34,465.12,427.58,37.54,8.78,1241820,354936.3456
000858.SZ,2007/6/1,465.9,504.99,458.08,472.47,465.12,7.35,1.58,969589,301386.496
000858.SZ,2007/6/4,472.47,473.4,424.93,424.93,472.47,-47.54,-10.06,639284,182195.968
000858.SZ,2007/6/5,409.44,447.91,382.23,447.13,424.93,22.2,5.22,855954,228623.2064
000858.SZ,,449.32,456.51,434.62,448.38,447.13,1.25,0.28,508759,146978.816
000858.SZ,2007/6/7,450.26,469.03,448.7,463.86,448.38,15.48,3.45,509049,151302.7584
000858.SZ,2007/6/8,465.9,492.01,459.33,484.66,463.86,20.8,4.48,614618,189023.3088
000858.SZ,2007/6/11,495.61,518.29,492.48,509.69,484.66,25.03,5.16,634673,207457.8944
000858.SZ,2007/6/12,512.81,519.38,490.14,517.19,509.69,7.5,1.47,639885,209591.1296
000858.SZ,2007/6/13,520.48,539.09,512.81,518.29,517.19,1.1,0.21,540320,181249.4464
000858.SZ,2007/6/14,512.81,531.58,497.33,510.15,518.29,-8.14,-1.57,402952,133356.8128
000858.SZ,2007/6/18,515.16,531.27,510.47,518.13,510.15,7.98,1.56,418098,139156.7616
000858.SZ,2007/6/19,518.13,524.85,505.62,513.75,518.13,-4.38,-0.85,405648,133438.464
000858.SZ,2007/6/20,513.75,515.31,496.86,499.99,513.75,-13.76,-2.68,380243,124095.4368
000858.SZ,2007/6/21,497.96,504.99,488.89,500.77,499.99,0.78,0.16,319669,102361.6
000858.SZ,2007/6/22,501.55,501.87,465.9,479.82,500.77,-20.95,-4.18,383036,119831.6288
000858.SZ,2007/6/25,473.72,497.17,467.15,476.84,479.82,-2.98,-0.62,353803,110026.304
000858.SZ,2007/6/26,469.03,484.66,466.05,482.94,476.84,6.1,1.28,233442,71565.8688
000858.SZ,2007/6/27,486.7,512.34,484.04,511.09,482.94,28.15,5.83,488248,157550.912
000858.SZ,2007/6/28,507.34,514.69,481.54,483.41,511.09,-27.68,-5.42,327636,104937.8176
000858.SZ,2007/6/29,483.41,503.43,465.9,488.73,483.41,5.32,1.1,310025,96917.8432
000858.SZ,2007/7/2,487.79,503.43,479.66,496.86,488.73,8.13,1.66,276965,87677.9776
000858.SZ,2007/7/3,498.74,503.12,487.01,498.74,496.86,1.88,0.38,205607,65636.896
000858.SZ,2007/7/4,501.24,510.94,491.7,495.45,498.74,-3.29,-0.66,314225,101451.1872
000858.SZ,2007/7/5,481.54,489.36,446.35,446.35,495.45,-49.1,-9.91,389643,116952.7936
000858.SZ,2007/7/6,444.47,461.99,433.06,460.42,446.35,14.07,3.15,400407,115676.6208
000858.SZ,2007/7/9,465.9,476.53,456.2,469.03,460.42,8.61,1.87,303709,91368.9024
000858.SZ,2007/7/10,469.03,481.54,457.45,460.42,469.03,-8.61,-1.84,269468,81355.3472
000858.SZ,2007/7/11,451.67,458.08,448.38,453.86,460.42,-6.56,-1.42,175813,51242.5408
000858.SZ,2007/7/12,454.17,459.64,449.63,453.39,453.86,-0.47,-0.1,148098,43135.1232
000858.SZ,2007/7/13,453.39,456.36,446.82,452.14,453.39,-1.25,-0.28,106540,30912.9152
000858.SZ,2007/7/16,452.14,454.95,434.62,436.5,452.14,-15.64,-3.46,194573,55315.1168
000858.SZ,2007/7/17,436.19,443.85,425.39,439.94,436.5,3.44,0.79,230766,64664.512
000858.SZ,2007/7/18,438.06,448.7,434.46,441.66,439.94,1.72,0.39,176701,50236.0288
000858.SZ,2007/7/19,441.66,448.07,436.5,446.35,441.66,4.69,1.06,96871,27711.552
000858.SZ,2007/7/20,445.57,465.9,444.79,465.12,446.35,18.77,4.21,323271,95764.8704
000858.SZ,2007/7/23,466.68,488.26,466.68,484.66,465.12,19.54,4.2,377647,116520.8064
000858.SZ,2007/7/24,486.23,489.2,477,478.25,484.66,-6.41,-1.32,317479,98522.848
000858.SZ,2007/7/25,476.06,481.54,469.18,481.22,478.25,2.97,0.62,360269,110520.7168
000858.SZ,2007/7/26,484.66,499.52,483.73,487.01,481.22,5.79,1.2,273965,86517.1712
000858.SZ,2007/7/27,481.54,481.54,473.72,478.56,487.01,-8.45,-1.74,334111,102676.3264
000858.SZ,2007/7/30,478.56,497.17,477.94,496.86,478.56,18.3,3.82,586807,183578.688
000858.SZ,2007/7/31,496.86,517.97,489.67,514.06,496.86,17.2,3.46,636411,206914.5216
000858.SZ,2007/8/1,519.38,526.11,483.57,489.36,514.06,-24.7,-4.8,575561,186798.6432
000858.SZ,2007/8/2,490.14,502.18,483.1,495.45,489.36,6.09,1.24,330309,105175.5072
000858.SZ,2007/8/3,501.55,511.25,490.92,503.12,495.45,7.67,1.55,463508,149402.56
000858.SZ,2007/8/6,508.12,519.07,502.65,513.59,503.12,10.47,2.08,448905,147934.3104
000858.SZ,2007/8/7,514.53,516.72,498.74,501.71,513.59,-11.88,-2.31,433780,140749.0688
000858.SZ,2007/8/8,505.15,534.08,504.99,528.45,501.71,26.74,5.33,798391,269214.208
000858.SZ,2007/8/9,528.76,534.71,520.63,526.89,528.45,-1.56,-0.3,392255,132578.2784
000858.SZ,2007/8/10,526.11,526.11,497.17,504.84,526.89,-22.05,-4.18,416393,136155.008
000858.SZ,2007/8/13,505.15,515.94,495.61,503.74,504.84,-1.1,-0.22,309412,100545.7216
000858.SZ,2007/8/14,503.43,511.09,497.33,506.56,503.74,2.82,0.56,217207,70591.8336
000858.SZ,2007/8/15,506.71,508.9,489.04,494.99,506.56,-11.57,-2.28,356864,114016.8064
000858.SZ,2007/8/16,490.92,494.52,483.26,490.92,494.99,-4.07,-0.82,249304,78161.3056
000858.SZ,2007/8/17,490.61,505.78,485.45,491.7,490.92,0.78,0.16,211546,67385.3248
000858.SZ,2007/8/20,500.3,512.66,495.77,508.43,491.7,16.73,3.4,291572,94906.3424
000858.SZ,2007/8/21,509.69,515.94,504.37,509.37,508.43,0.94,0.18,295055,96894.464
000858.SZ,2007/8/22,511.25,559.73,511.25,559.41,509.37,50.04,9.82,936728,330218.0864
000858.SZ,2007/8/23,559.88,586.63,551.91,555.04,559.41,-4.37,-0.78,716925,261931.3408
000858.SZ,2007/8/24,555.04,565.36,547.22,551.28,555.04,-3.76,-0.68,368250,131338.9952
000858.SZ,2007/8/27,553.32,564.42,538.62,543.93,551.28,-7.35,-1.33,382136,135149.2352
000858.SZ,2007/8/28,542.21,567.55,524.23,559.41,543.93,15.48,2.85,506977,178431.3728
000858.SZ,2007/8/29,547.53,559.41,531.58,535.96,559.41,-23.45,-4.19,310050,108326.3232
000858.SZ,2007/8/30,544.09,550.03,534.86,542.21,535.96,6.25,1.17,218927,76333.024
000858.SZ,2007/8/31,544.87,559.57,544.87,554.25,542.21,12.04,2.22,283539,100863.072
000858.SZ,2007/9/3,573.49,580.84,559.73,561.92,554.25,7.67,1.38,449443,163973.6192
000858.SZ,2007/9/4,561.92,563.01,545.65,548.16,561.92,-13.76,-2.45,331639,117993.3056
000858.SZ,2007/9/5,547.22,564.11,542.06,559.73,548.16,11.57,2.11,330286,117706.4448
000858.SZ,2007/9/6,561.76,578.34,560.82,561.45,559.73,1.72,0.31,377019,137773.9648
000858.SZ,2007/9/10,544.09,559.1,537.83,554.1,561.45,-7.35,-1.31,275938,97171.5904
000858.SZ,2007/9/11,556.91,578.49,533.46,534.86,554.1,-19.24,-3.47,471075,170039.5392
000858.SZ,2007/9/12,534.55,554.25,532.67,550.34,534.86,15.48,2.89,383999,134205.0688
000858.SZ,2007/9/13,550.5,572.24,547.22,562.07,550.34,11.73,2.13,416404,150626.24
000858.SZ,2007/9/14,562.23,618.68,553.16,611.33,562.07,49.26,8.76,909325,345794.2272
000858.SZ,2007/9/17,609.61,641.36,603.67,627.6,611.33,16.27,2.66,700600,281127.7056
000858.SZ,2007/9/18,630.1,643.55,612.74,622.28,627.6,-5.32,-0.85,349930,140896.7936
000858.SZ,2007/9/19,622.28,622.28,606.64,608.21,622.28,-14.07,-2.26,238275,93818.9376
000858.SZ,2007/9/20,604.77,622.28,604.77,608.21,608.21,0,0,239355,94039.1872
000858.SZ,2007/9/21,608.21,645.74,603.52,636.36,608.21,28.15,4.63,426218,171607.104
000858.SZ,2007/9/24,644.17,667.63,629.47,642.77,636.36,6.41,1.01,348631,146556.2112
000858.SZ,2007/9/25,638.7,641.2,615.24,620.4,642.77,-22.37,-3.48,213959,86243.9936
000858.SZ,2007/9/26,620.4,653.56,620.4,633.38,620.4,12.98,2.09,271591,111622.0672
000858.SZ,2007/9/27,639.48,646.52,625.1,636.36,633.38,2.98,0.47,173226,71099.2384
000858.SZ,2007/9/28,651.99,670.76,640.27,660.59,636.36,24.23,3.81,354196,150488.8704
000858.SZ,2007/10/8,673.73,678.11,645.74,666.85,660.59,6.26,0.95,287111,121441.024
000858.SZ,2007/10/9,666.07,723.93,652.15,707.51,666.85,40.66,6.1,351974,157729.1008
000858.SZ,2007/10/10,707.51,729.4,700.63,705.48,707.51,-2.03,-0.29,283925,130841.1264
000858.SZ,2007/10/11,708.29,747.23,708.29,741.6,705.48,36.12,5.12,308716,145568.8832
000858.SZ,2007/10/12,750.52,775.54,708.29,759.59,741.6,17.99,2.43,436102,209036.1856
000858.SZ,2007/10/15,766.15,794.93,752.39,794.93,759.59,35.34,4.65,328760,164750.208
000858.SZ,2007/10/16,795.24,801.97,770.84,780.54,794.93,-14.39,-1.81,254837,127635.1616
000858.SZ,2007/10/17,775.54,786.17,747.39,750.67,780.54,-29.87,-3.83,341484,167242.7264
000858.SZ,2007/10/18,730.97,730.97,697.34,697.66,750.67,-53.01,-7.06,547627,249473.8688
000858.SZ,2007/10/19,697.81,715.8,684.83,700.47,697.66,2.81,0.4,268242,120785.6512
000858.SZ,2007/10/22,687.96,688.74,656.37,657.62,700.47,-42.85,-6.12,264571,114513.0496
000858.SZ,2007/10/23,655.12,691.87,653.56,684.21,657.62,26.59,4.04,263114,114301.6064
000858.SZ,2007/10/24,694.22,705.48,681.86,684.83,684.21,0.62,0.09,270248,120096.7424
000858.SZ,2007/10/25,684.05,692.65,658.25,663.88,684.83,-20.95,-3.06,259390,112000.0512
000858.SZ,2007/10/26,653.56,673.89,650.43,665.29,663.88,1.41,0.21,197404,83954.176
000858.SZ,2007/10/29,669.2,695.47,669.2,686.09,665.29,20.8,3.13,137306,60389.4336
000858.SZ,2007/10/30,690.31,698.91,677.8,698.91,686.09,12.82,1.87,129808,57215.9552
000858.SZ,2007/10/31,702.04,715.8,692.65,700.47,698.91,1.56,0.22,194689,88124.5504
000858.SZ,2007/11/1,700.47,700.47,677.8,692.65,700.47,-7.82,-1.12,173326,76437.3184
000858.SZ,2007/11/2,692.65,700.47,678.58,683.27,692.65,-9.38,-1.35,243380,107635.2256
000858.SZ,2007/11/5,680.14,680.14,653.56,656.69,683.27,-26.58,-3.89,200394,85400.7168
000858.SZ,2007/11/6,657.47,666.85,622.28,625.41,656.69,-31.28,-4.76,223125,91414.3232
000858.SZ,2007/11/7,625.41,640.58,616.81,634.01,625.41,8.6,1.38,126011,50734.7296
000858.SZ,2007/11/8,634.64,634.64,578.49,579.74,634.01,-54.27,-8.56,211508,81852.8832
000858.SZ,2007/11/9,575.37,575.37,544.25,565.36,579.74,-14.38,-2.48,206253,74646.7392
000858.SZ,2007/11/12,554.72,591,542.21,578.49,565.36,13.13,2.32,231312,83245.6768
000858.SZ,2007/11/13,585.53,599.61,574.27,581.15,578.49,2.66,0.46,239179,90587.3152
000858.SZ,2007/11/14,591,598.82,578.49,598.04,581.15,16.89,2.91,155725,59153.088
000858.SZ,2007/11/15,597.26,605.86,583.19,585.37,598.04,-12.67,-2.12,123978,47217.7056
000858.SZ,2007/11/16,576.93,583.19,568.8,578.96,585.37,-6.41,-1.1,75559,27904.6752
000858.SZ,2007/11/19,583.19,597.26,583.19,588.19,578.96,9.23,1.59,64547,24486.4912
000858.SZ,2007/11/20,586.47,605.86,582.4,597.57,588.19,9.38,1.59,112386,43217.5392
000858.SZ,2007/11/21,601.33,607.42,587.41,588.03,597.57,-9.54,-1.6,80680,30899.7568
000858.SZ,2007/11/22,575.37,580.06,555.04,556.6,588.03,-31.43,-5.34,95696,35007.3248
000858.SZ,2007/11/23,551.91,564.11,544.4,562.86,556.6,6.26,1.12,69835,24975.0784
000858.SZ,2007/11/26,575.37,579.28,552.06,554.41,562.86,-8.45,-1.5,87381,31735.5776
000858.SZ,2007/11/27,552.06,553.47,532.36,536.27,554.41,-18.14,-3.27,138340,48139.9552
000858.SZ,2007/11/28,538.62,545.5,528.45,535.49,536.27,-0.78,-0.15,82668,28476.2432
000858.SZ,2007/11/29,541.74,559.73,533.14,557.85,535.49,22.36,4.18,149615,52772.72
000858.SZ,2007/11/30,558.16,558.63,544.09,545.18,557.85,-12.67,-2.27,79464,28117.1072
000858.SZ,2007/12/3,545.18,559.73,537.52,552.53,545.18,7.35,1.35,66664,23645.7136
000858.SZ,2007/12/4,557.85,570.83,557.85,561.14,552.53,8.61,1.56,110229,40069.7024
000858.SZ,2007/12/5,561.45,573.8,557.85,571.46,561.14,10.32,1.84,131042,47785.1104
000858.SZ,2007/12/6,575.05,582.87,572.24,580.53,571.46,9.07,1.59,110522,41110.3488
000858.SZ,2007/12/7,581.62,606.17,581.62,603.52,580.53,22.99,3.96,176205,67699.0976
000858.SZ,2007/12/10,597.57,625.88,592.57,620.4,603.52,16.88,2.8,217730,86173.824
000858.SZ,2007/12/11,621.66,642.77,616.03,629.32,620.4,8.92,1.44,249830,101031.0592
000858.SZ,2007/12/12,627.75,639.48,622.12,633.85,629.32,4.53,0.72,202962,82359.232
000858.SZ,2007/12/13,633.07,633.07,593.98,594.91,633.85,-38.94,-6.14,234036,92141.5232
000858.SZ,2007/12/14,586.47,654.81,583.19,654.5,594.91,59.59,10.02,429422,174180.8128
000858.SZ,2007/12/17,659.66,684.83,650.74,662.16,654.5,7.66,1.17,473241,204800.896
000858.SZ,2007/12/18,653.56,670.45,637.92,651.99,662.16,-10.17,-1.54,164162,68602.2784
000858.SZ,2007/12/19,656.69,675.45,653.87,657.94,651.99,5.95,0.91,135246,57582.4064
000858.SZ,2007/12/20,662.94,676.7,658.41,666.22,657.94,8.28,1.26,120723,51871.5712
000858.SZ,2007/12/21,666.38,684.83,666.38,674.51,666.22,8.29,1.24,148270,64402.1504
000858.SZ,2007/12/24,684.21,715.8,684.05,700.32,674.51,25.81,3.83,303023,136907.3024
000858.SZ,2007/12/25,705.16,708.29,692.65,703.91,700.32,3.59,0.51,165730,74575.9104
000858.SZ,2007/12/26,702.82,712.98,700.32,711.89,703.91,7.98,1.13,157825,71719.1232
000858.SZ,2007/12/27,716.11,731.59,708.45,712.83,711.89,0.94,0.13,188732,87017.5296
000858.SZ,2007/12/28,715.17,719.24,697.03,707.98,712.83,-4.85,-0.68,242353,109898.5728
000858.SZ,2008/1/2,709.86,715.95,689.53,707.51,707.98,-0.47,-0.07,184810,83959.7248
000858.SZ,2008/1/3,707.98,729.25,707.98,713.92,707.51,6.41,0.91,203903,94123.2832
000858.SZ,2008/1/4,713.92,720.18,697.66,702.19,713.92,-11.73,-1.64,311517,140465.4848
000858.SZ,2008/1/7,707.51,715.95,682.96,687.81,702.19,-14.38,-2.05,482243,214190.272
000858.SZ,2008/1/8,694.22,712.83,684.83,698.91,687.81,11.1,1.61,383340,171354.5728
000858.SZ,2008/1/9,698.75,703.29,687.49,698.28,698.91,-0.63,-0.09,211399,94173.9008
000858.SZ,2008/1/10,700.79,728.62,694.22,715.17,698.28,16.89,2.42,402298,184953.5616
000858.SZ,2008/1/11,717.67,726.74,700.47,710.64,715.17,-4.53,-0.63,214610,98020.0384
000858.SZ,2008/1/14,731.75,739.57,714.86,728.78,710.64,18.14,2.55,317862,148476.16
000858.SZ,2008/1/15,731.44,739.26,716.11,721.9,728.78,-6.88,-0.94,264278,123649.3696
000858.SZ,2008/1/16,716.11,716.27,699.69,702.04,721.9,-19.86,-2.75,261047,118301.2864
000858.SZ,2008/1/17,695.78,706.42,653.71,671.85,702.04,-30.19,-4.3,319991,139112.3072
000858.SZ,2008/1/18,671.7,683.27,661.38,680.14,671.85,8.29,1.23,176933,76578.4128
000858.SZ,2008/1/21,681.71,684.37,622.28,635.57,680.14,-44.57,-6.55,209776,88003.872
000858.SZ,2008/1/22,620.72,653.24,591,613.68,635.57,-21.89,-3.44,425560,169513.1392
000858.SZ,2008/1/23,625.88,661.38,619.94,661.22,613.68,47.54,7.75,336399,138858.6368
000858.SZ,2008/1/24,662.32,679.36,661.38,666.38,661.22,5.16,0.78,274535,118398.2592
000858.SZ,2008/1/25,664.5,672.32,651.99,654.81,666.38,-11.57,-1.74,185157,78407.776
000858.SZ,2008/1/28,650.43,650.43,605.08,605.24,654.81,-49.57,-7.57,192959,76746.6752
000858.SZ,2008/1/29,606.64,630.1,605.08,611.33,605.24,6.09,1.01,106510,41945.888
000858.SZ,2008/1/30,622.28,630.1,598.82,606.96,611.33,-4.37,-0.71,105726,41690.4096
000858.SZ,2008/1/31,603.52,612.59,586.31,587.09,606.96,-19.87,-3.27,146568,56145.5872
000858.SZ,2008/2/1,587.09,593.98,543.46,560.67,587.09,-26.42,-4.5,180797,65305.888
000858.SZ,2008/2/4,576.93,617.12,576.93,616.81,560.67,56.14,10.01,179165,69055.8912
000858.SZ,2008/2/5,620.4,621.97,604.45,610.87,616.81,-5.94,-0.96,114298,45051.504
000858.SZ,2008/2/13,606.64,606.64,591.32,592.26,610.87,-18.61,-3.05,76848,29420.9888
000858.SZ,2008/2/14,596.95,606.33,589.13,598.82,592.26,6.56,1.11,102563,39216.1568
000858.SZ,2008/2/15,591,593.82,574.74,580.53,598.82,-18.29,-3.05,82870,30943.5104
000858.SZ,2008/2/18,587.88,597.1,581.93,591.94,580.53,11.41,1.97,121291,45904.1536
000858.SZ,2008/2/19,594.13,608.21,586.31,606.64,591.94,14.7,2.48,132931,51238.2752
000858.SZ,2008/2/20,606.64,626.97,606.64,611.33,606.64,4.69,0.77,197538,78364.6464
000858.SZ,2008/2/21,606.96,611.33,592.57,601.17,611.33,-10.16,-1.66,85693,33152.7328
000858.SZ,2008/2/22,598.67,598.67,570.05,574.43,601.17,-26.74,-4.45,188445,70258.4832
000858.SZ,2008/2/25,575.37,583.19,543.93,545.65,574.43,-28.78,-5.01,165126,58948.4288
000858.SZ,2008/2/26,560.04,567.39,520.63,534.71,545.65,-10.94,-2,238926,82650.016
000858.SZ,2008/2/27,537.68,567.55,525.48,566.76,534.71,32.05,5.99,257809,90160.8896
000858.SZ,2008/2/28,553.47,553.47,512.81,542.68,566.76,-24.08,-4.25,265867,92957.8368
000858.SZ,2008/2/29,540.18,572.24,528.45,562.86,542.68,20.18,3.72,304935,109634.7264
000858.SZ,2008/3/3,563.79,604.3,553.47,595.38,562.86,32.52,5.78,341404,130441.1264
000858.SZ,2008/3/4,601.95,608.36,583.5,584.28,595.38,-11.1,-1.86,211514,80812.2048
000858.SZ,2008/3/5,577.4,590.22,559.73,577.71,584.28,-6.57,-1.12,151230,55603.3984
000858.SZ,2008/3/6,579.74,584.28,559.73,572.24,577.71,-5.47,-0.95,107454,39530.4512
000858.SZ,2008/3/7,570.83,570.83,559.73,561.29,572.24,-10.95,-1.91,85801,31038.8672
000858.SZ,2008/3/10,559.73,559.73,535.02,544.09,561.29,-17.2,-3.06,140619,49201.856
000858.SZ,2008/3/11,540.96,559.73,528.45,559.57,544.09,15.48,2.85,141941,49561.456
000858.SZ,2008/3/12,568.49,571.61,540.96,541.74,559.57,-17.83,-3.19,94741,33586.2336
000858.SZ,2008/3/13,539.4,539.55,506.56,520.16,541.74,-21.58,-3.98,157333,53062.7168
000858.SZ,2008/3/14,520.01,523.76,506.56,512.81,520.16,-7.35,-1.41,82998,27364.0928
000858.SZ,2008/3/17,512.5,512.5,461.36,462.77,512.81,-50.04,-9.76,134372,41792.8864
000858.SZ,2008/3/18,458.08,461.21,416.17,416.17,462.77,-46.6,-10.07,220738,61051.3408
000858.SZ,2008/3/19,423.67,436.81,408.04,429.15,416.17,12.98,3.12,291501,79909.4976
000858.SZ,2008/3/20,418.98,441.66,388.49,434.78,429.15,5.63,1.31,272075,72914.2272
000858.SZ,2008/3/21,434.93,456.2,423.67,438.84,434.78,4.06,0.93,200459,57336.832
000858.SZ,2008/3/24,442.75,451.82,416.64,417.42,438.84,-21.42,-4.88,164540,46264.8256
000858.SZ,2008/3/25,408.04,420.23,395.53,414.14,417.42,-3.28,-0.79,147926,38903.28
000858.SZ,2008/3/26,415.86,424.93,400.22,402.09,414.14,-12.05,-2.91,192922,50869.424
000858.SZ,2008/3/27,401.94,401.94,378.01,378.17,402.09,-23.92,-5.95,225056,56384.9024
000858.SZ,2008/3/31,378.17,392.71,367.22,375.2,378.17,-2.97,-0.79,320516,78990.1248
000858.SZ,2008/4/1,371.91,378.17,337.35,337.35,375.2,-37.85,-10.09,416414,94032.8832
000858.SZ,2008/4/2,337.66,349.39,310.77,331.41,337.35,-5.94,-1.76,455083,97114.9184
000858.SZ,2008/4/3,329.84,353.93,322.34,351.74,331.41,20.33,6.13,293343,64771.1232
000858.SZ,2008/4/7,347.67,387.24,340.95,387.24,351.74,35.5,10.09,499846,120882.2784
000858.SZ,2008/4/8,392.4,408.66,387.71,397.09,387.24,9.85,2.54,505833,129567.2064
000858.SZ,2008/4/9,387.71,401.78,370.66,373.16,397.09,-23.93,-6.03,299210,74786.0096
000858.SZ,2008/4/10,368.16,385.36,363.15,384.58,373.16,11.42,3.06,223698,54138.1248
000858.SZ,2008/4/11,387.08,392.24,378.95,382.7,384.58,-1.88,-0.49,170715,42444.6848
000858.SZ,2008/4/14,374.73,374.73,350.17,353.3,382.7,-29.4,-7.68,219440,51027.9552
000858.SZ,2008/4/15,350.17,368.94,339.07,367.38,353.3,14.08,3.99,188493,42748.528
000858.SZ,2008/4/16,367.38,387.71,359.56,379.11,367.38,11.73,3.19,351202,85625.5104
000858.SZ,2008/4/17,374.88,393.18,369.88,375.66,379.11,-3.45,-0.91,339754,84256.096
000858.SZ,2008/4/18,374.88,384.74,359.09,363.47,375.66,-12.19,-3.24,243847,58310.848
000858.SZ,2008/4/21,395.21,395.21,366.44,373.01,363.47,9.54,2.62,262406,64613.4592
000858.SZ,2008/4/22,367.53,384.27,351.74,380.67,373.01,7.66,2.05,195648,46120.4608
000858.SZ,2008/4/23,383.01,408.35,371.76,405.06,380.67,24.39,6.41,466757,118988.6848
000858.SZ,2008/4/24,442.44,445.88,426.8,445.88,405.06,40.82,10.08,890615,252657.1008
000858.SZ,2008/4/25,442.44,454.95,435.09,440.72,445.88,-5.16,-1.16,629720,181284.096
000858.SZ,2008/4/28,431.65,441.66,418.67,429.15,440.72,-11.57,-2.63,350809,96978.9696
000858.SZ,2008/4/29,424.93,429.93,417.42,419.3,429.15,-9.85,-2.3,337049,91718.08
000858.SZ,2008/4/30,421.95,443.22,421.95,441.66,419.3,22.36,5.33,418238,117588.1344
000858.SZ,2008/5/5,445.72,449.63,434.46,443.85,441.66,2.19,0.5,376812,106864.864
000858.SZ,2008/5/6,441.03,441.03,427.58,432.12,443.85,-11.73,-2.64,315051,88007.9616
000858.SZ,2008/5/7,426.8,442.44,417.42,417.42,432.12,-14.7,-3.4,321290,89174.3104
000858.SZ,2008/5/8,411.16,422.89,406.47,422.42,417.42,5,1.2,209797,56035.3472
000858.SZ,2008/5/9,423.05,426.96,406.47,413.35,422.42,-9.07,-2.15,215503,57782.4704
000858.SZ,2008/5/12,409.29,441.19,401.47,431.34,413.35,17.99,4.35,300485,82311.7632
000858.SZ,2008/5/13,417.42,439.16,417.11,420.86,431.34,-10.48,-2.43,324930,89504.48
000858.SZ,2008/5/14,418.98,437.75,417.58,434.78,420.86,13.92,3.31,291153,81284.5184
000858.SZ,2008/5/15,434.62,446.35,434.15,434.62,434.78,-0.16,-0.04,285512,80874.5472
000858.SZ,2008/5/16,432.28,440.25,418.98,424.14,434.62,-10.48,-2.41,194730,53615.4784
000858.SZ,2008/5/19,423.99,423.99,411.63,415.54,424.14,-8.6,-2.03,120058,32234.2784
000858.SZ,2008/5/20,411.95,420.23,375.98,380.83,415.54,-34.71,-8.35,338851,86710.7392
000858.SZ,2008/5/21,376.76,389.11,362.22,386.3,380.83,5.47,1.44,226805,54387.776
000858.SZ,2008/5/22,383.01,383.64,370.5,371.6,386.3,-14.7,-3.81,185220,44929.3568
000858.SZ,2008/5/23,371.76,378.01,359.4,363,371.6,-8.6,-2.31,142915,33727.1072
000858.SZ,2008/5/26,356.43,360.65,349.55,353.46,363,-9.54,-2.63,108598,24834.9456
000858.SZ,2008/5/27,353.3,357.99,351.89,355.8,353.46,2.34,0.66,93347,21392.8592
000858.SZ,2008/5/28,357.21,372.07,353.3,367.85,355.8,12.05,3.39,114872,26899.9296
000858.SZ,2008/5/29,367.38,367.38,355.8,355.96,367.85,-11.89,-3.23,89019,20752.1264
000858.SZ,2008/5/30,356.43,361.12,345.48,350.17,355.96,-5.79,-1.63,153365,34706.512
000858.SZ,2008/6/2,348.61,358.78,347.83,354.71,350.17,4.54,1.3,100947,23009.7536
000858.SZ,2008/6/3,354.71,363.47,351.89,357.06,354.71,2.35,0.66,104242,24074.4704
000858.SZ,2008/6/4,356.43,358.46,348.61,349.71,357.06,-7.35,-2.06,88041,19973.7184
000858.SZ,2008/6/5,350.17,354.55,348.14,350.64,349.71,0.93,0.27,66362,15071.6496
000858.SZ,2008/6/6,350.64,353.3,347.05,350.17,350.64,-0.47,-0.13,54677,12355.9624
000858.SZ,2008/6/10,334.54,334.54,314.83,315.77,350.17,-34.4,-9.82,192598,40097.6704
000858.SZ,2008/6/11,315.61,317.33,304.82,311.39,315.77,-4.38,-1.39,135651,27333.1616
000858.SZ,2008/6/12,309.2,314.21,293.88,298.57,311.39,-12.82,-4.12,160491,31304.512
000858.SZ,2008/6/13,300.29,304.51,281.37,281.52,298.57,-17.05,-5.71,146503,27473.4368
