股票代码,交易日期,开盘价,最高价,最低价,收盘价,昨收价,涨跌额,涨跌幅（%）,成交量（手）,成交额（万元）
000858.SZ,1999/6/16,39.45,42.87,39.43,42.87,39.1,3.77,9.64,36664,14636.4672
000858.SZ,1999/6/17,44.25,47.03,43.93,46.94,42.87,4.07,9.49,56084,25017.3872
000858.SZ,1999/6/18,47.35,47.75,46.26,46.35,46.94,-0.59,-1.26,31931,14564.8688
000858.SZ,1999/6/21,46.75,49.95,46.5,49.25,46.35,2.9,6.26,24985,11886.2024
000858.SZ,1999/6/22,49.25,49.75,48.05,48.79,49.25,-0.46,-0.93,13722,6518.6232
000858.SZ,1999/6/23,48.93,50.23,48.75,49.24,48.79,0.45,0.92,15103,7268.5216
000858.SZ,1999/6/24,49.35,51.05,49.25,50.43,49.24,1.19,2.42,24034,11816.5864
000858.SZ,1999/6/25,50.73,55.34,49.45,50.25,50.43,-0.18,-0.36,47032,24241.2368
000858.SZ,1999/6/28,50.4,53.55,50.25,53.52,50.25,3.27,6.51,27668,14106.2112
000858.SZ,1999/6/29,54.52,54.93,51.45,53.05,53.52,-0.47,-0.88,25335,13025.0024
000858.SZ,1999/6/30,52.24,52.24,49.25,49.31,53.05,-3.74,-7.05,27718,13727.1264
000858.SZ,1999/7/1,49.25,49.25,44.5,45.25,49.31,-4.06,-8.23,34840,15664.328
000858.SZ,1999/7/2,46.25,49.65,45.33,49.65,45.25,4.4,9.72,40741,19184.0144
000858.SZ,1999/7/5,50.25,54.45,50.25,51.6,49.65,1.95,3.93,35908,18524.5744
000858.SZ,1999/7/6,51.75,52.75,48.95,49.15,51.6,-2.45,-4.75,15792,7761.8544
000858.SZ,1999/7/7,49.25,51.15,48.65,50.54,49.15,1.39,2.83,14384,6978.5672
000858.SZ,1999/7/8,51.05,52.15,50.25,51.25,50.54,0.71,1.4,12767,6381.2984
000858.SZ,1999/7/9,51.25,52.8,51.05,52.4,51.25,1.15,2.24,15846,8062.8336
000858.SZ,1999/7/12,52.63,55.23,52.63,53.35,52.4,0.95,1.81,27789,14721.0176
000858.SZ,1999/7/13,53.35,53.35,50.75,51.23,53.35,-2.12,-3.97,11353,5727.9996
000858.SZ,1999/7/14,51.26,53.55,50.85,52.43,51.23,1.2,2.34,9021,4588.872
000858.SZ,1999/7/15,52.05,53.55,51.23,51.88,52.43,-0.55,-1.05,8244,4179.468
000858.SZ,1999/7/16,51.26,52.29,50.05,50.25,51.88,-1.63,-3.14,14587,7224.1848
000858.SZ,1999/7/19,49.73,49.85,47.87,48.22,50.25,-2.03,-4.04,10524,5010.9572
000858.SZ,1999/7/20,48.14,51.85,47.74,51.37,48.22,3.15,6.53,13678,6627.8992
000858.SZ,1999/7/21,51.75,52.45,50.75,51.92,51.37,0.55,1.07,15487,7821.1952
000858.SZ,1999/7/22,51.75,53.24,50.1,50.24,51.92,-1.68,-3.24,11422,5758.7856
000858.SZ,1999/7/23,50.14,52.23,50.14,50.85,50.24,0.61,1.21,6114,3041.0488
000858.SZ,1999/7/26,51.73,51.75,50.6,50.96,50.85,0.11,0.22,4378,2182.5938
000858.SZ,1999/7/27,51.25,51.25,50.05,50.33,50.96,-0.63,-1.24,3112,1535.9701
000858.SZ,1999/7/28,50.05,51.15,50.05,50.36,50.33,0.03,0.06,4888,2403.6458
000858.SZ,1999/7/29,51.25,51.35,49.75,50.1,50.36,-0.26,-0.52,3259,1592.3076
000858.SZ,1999/7/30,50.25,51.11,49.75,49.85,50.1,-0.25,-0.5,2498,1226.2722
000858.SZ,1999/8/2,49.75,50.64,49.53,49.7,49.85,-0.15,-0.3,4755,2317.8252
000858.SZ,1999/8/3,49.65,50.23,47.85,48.35,49.7,-1.35,-2.72,11109,5255.9704
000858.SZ,1999/8/4,48.45,49.49,48.15,49.22,48.35,0.87,1.8,4299,2044.0908
000858.SZ,1999/8/5,50.25,50.25,49,49.16,49.22,-0.06,-0.12,4182,2013.579
000858.SZ,1999/8/6,50.13,50.13,47.45,48.67,49.16,-0.49,-1,7157,3359.8848
000858.SZ,1999/8/9,48.25,48.25,47.13,47.22,48.67,-1.45,-2.98,8645,3984.3512
000858.SZ,1999/8/10,47.12,47.12,45.95,46.61,47.22,-0.61,-1.29,6659,3010.5282
000858.SZ,1999/8/11,46.25,47.05,45.65,46.23,46.61,-0.38,-0.82,4216,1900.5764
000858.SZ,1999/8/12,46.35,46.53,45.75,45.88,46.23,-0.35,-0.76,3120,1399.8014
000858.SZ,1999/8/13,45.85,46.75,45.73,46.35,45.88,0.47,1.02,2340,1048.0861
000858.SZ,1999/8/16,47.25,48.75,46.75,47.72,46.35,1.37,2.96,7416,3458.0652
000858.SZ,1999/8/17,50.04,51.05,48.93,49.29,47.72,1.57,3.29,17623,8538.7864
000858.SZ,1999/8/18,49.75,49.93,48.25,48.75,49.29,-0.54,-1.1,5640,2686.6644
000858.SZ,1999/8/19,49.24,50.44,49.13,50.21,48.75,1.46,2.99,8772,4264.0004
000858.SZ,1999/8/20,50.35,50.7,49.25,49.26,50.21,-0.95,-1.89,3626,1758.2358
000858.SZ,1999/8/23,50.25,50.25,49.25,49.57,49.26,0.31,0.63,2714,1314.5429
000858.SZ,1999/8/24,50.94,50.94,49.75,49.95,49.57,0.38,0.77,3255,1591.3695
000858.SZ,1999/8/25,50.05,50.17,48.7,48.95,49.95,-1,-2,3789,1815.549
000858.SZ,1999/8/26,48.85,49.55,48.7,49.54,48.95,0.59,1.21,2318,1108.2554
000858.SZ,1999/8/27,49.25,49.52,48.97,49.11,49.54,-0.43,-0.87,1811,868.3373
000858.SZ,1999/8/30,49.06,50.65,48.25,48.55,49.11,-0.56,-1.14,2171,1038.0233
000858.SZ,1999/8/31,48.75,49.25,48.55,48.69,48.55,0.14,0.29,2057,975.8374
000858.SZ,1999/9/1,48.71,48.71,47.25,47.55,48.69,-1.14,-2.34,2967,1387.5569
000858.SZ,1999/9/2,47.35,47.74,46.65,47.67,47.55,0.12,0.25,4756,2183.1308
000858.SZ,1999/9/3,47.7,47.75,46.95,47.05,47.67,-0.62,-1.3,2152,989.965
000858.SZ,1999/9/6,46.85,46.85,46.23,46.32,47.05,-0.73,-1.55,3255,1467.6116
000858.SZ,1999/9/7,46.25,46.85,46.25,46.29,46.32,-0.03,-0.06,2416,1091.6856
000858.SZ,1999/9/8,46.31,46.65,46.25,46.45,46.29,0.16,0.35,1963,886.744
000858.SZ,1999/9/9,47.09,49.75,46.75,49.58,46.45,3.13,6.74,7760,3682.5252
000858.SZ,1999/9/10,49.96,50.36,48.25,48.75,49.58,-0.83,-1.67,6094,2932.597
000858.SZ,1999/9/13,49.22,49.22,48.26,48.58,48.75,-0.17,-0.35,2402,1138.892
000858.SZ,1999/9/14,48.85,49.14,48.4,48.57,48.58,-0.01,-0.02,2115,1002.5039
000858.SZ,1999/9/15,49.04,49.04,48.05,48.25,48.57,-0.32,-0.66,1880,885.0812
000858.SZ,1999/9/16,48.25,48.25,47.5,47.53,48.25,-0.72,-1.49,2460,1148.1049
000858.SZ,1999/9/17,47.53,48.25,47.53,48.01,47.53,0.48,1.01,2077,969.421
000858.SZ,1999/9/20,48.45,48.83,47.25,48.37,48.01,0.36,0.75,5930,2764.6046
000858.SZ,1999/9/22,48.75,48.75,47.96,48.05,48.37,-0.32,-0.66,1730,813.73895
000858.SZ,1999/9/23,48.25,48.25,47.75,47.85,48.05,-0.2,-0.42,2565,1200.045
000858.SZ,1999/9/24,49,49.03,47.45,48.06,47.85,0.21,0.44,4772,2222.8352
000858.SZ,1999/9/27,48.26,49.4,47.83,48.89,48.06,0.83,1.73,5326,2523.9172
000858.SZ,1999/9/28,49.24,51.37,48.8,49.94,48.89,1.05,2.15,16137,5283.9152
000858.SZ,1999/9/29,50.15,50.74,48.95,48.97,49.94,-0.97,-1.94,6231,2016.4836
000858.SZ,1999/9/30,49.19,49.25,48.26,48.34,48.97,-0.63,-1.29,5281,1666.0426
000858.SZ,1999/10/8,47.75,47.98,46.22,46.7,48.34,-1.64,-3.39,5712,1732.9686
000858.SZ,1999/10/11,46.4,47.11,45.5,46.34,46.7,-0.36,-0.77,2918,878.0477
000858.SZ,1999/10/12,46.7,47.42,46.55,46.93,46.34,0.59,1.27,3240,985.579
000858.SZ,1999/10/13,47.23,47.23,46.03,46.27,46.93,-0.66,-1.41,2369,713.0661
000858.SZ,1999/10/14,46.25,46.55,45.2,45.65,46.27,-0.62,-1.34,2831,841.6796
000858.SZ,1999/10/15,45.95,46.7,45.92,46.33,45.65,0.68,1.49,2741,823.2088
000858.SZ,1999/10/18,46.25,46.4,44.75,44.75,46.33,-1.58,-3.41,3082,909.9431
000858.SZ,1999/10/19,44.57,44.57,43.25,43.67,44.75,-1.08,-2.41,4072,1156.2554
000858.SZ,1999/10/20,43.25,44.15,43.25,43.78,43.67,0.11,0.25,2812,795.932
000858.SZ,1999/10/21,43.85,43.85,42.95,43.07,43.78,-0.71,-1.62,3619,1014.0967
000858.SZ,1999/10/22,43.1,45.05,43.1,43.76,43.07,0.69,1.6,4426,1258.3173
000858.SZ,1999/10/25,43.93,44.29,43.24,43.33,43.76,-0.43,-0.98,2612,734.40585
000858.SZ,1999/10/26,43.07,44.08,43.07,43.67,43.33,0.34,0.78,1986,559.6646
000858.SZ,1999/10/27,44.75,45.79,44.45,44.96,43.67,1.29,2.95,5389,1565.862
000858.SZ,1999/10/28,45.5,45.5,44,44.17,44.96,-0.79,-1.76,4792,1383.7224
000858.SZ,1999/10/29,44.42,44.42,43.25,43.66,44.17,-0.51,-1.15,2918,827.92445
000858.SZ,1999/11/1,43.7,43.7,42.95,43.25,43.66,-0.41,-0.94,4740,1327.5098
000858.SZ,1999/11/2,43.67,43.67,43.1,43.25,43.25,0,0,2518,705.7078
000858.SZ,1999/11/3,43.27,43.4,43.1,43.25,43.25,0,0,1989,556.88
000858.SZ,1999/11/4,43.25,43.25,42.5,42.83,43.25,-0.42,-0.97,2482,688.6152
000858.SZ,1999/11/5,42.5,43.24,42.5,42.8,42.83,-0.03,-0.07,2031,564.01455
000858.SZ,1999/11/8,43.93,43.93,43.15,43.27,42.8,0.47,1.1,3985,1118.7078
000858.SZ,1999/11/9,43.85,43.97,43.43,43.69,43.27,0.42,0.97,3041,858.3013
000858.SZ,1999/11/10,43.25,43.55,43,43.34,43.69,-0.35,-0.8,3673,1026.4953
000858.SZ,1999/11/11,43.25,43.4,42.95,42.97,43.34,-0.37,-0.85,3334,932.3309
000858.SZ,1999/11/12,42.97,43.4,42.97,43.09,42.97,0.12,0.28,2171,607.1878
000858.SZ,1999/11/15,43.25,43.25,42.8,43.24,43.09,0.15,0.35,1925,537.5801
000858.SZ,1999/11/16,43.27,43.99,42.95,43.3,43.24,0.06,0.14,2035,570.46505
000858.SZ,1999/11/17,43.25,44.15,42.97,44.03,43.3,0.73,1.69,2448,689.30435
000858.SZ,1999/11/18,44.09,44.74,43.48,44.54,44.03,0.51,1.16,4463,1283.4065
000858.SZ,1999/11/19,44.54,44.74,43.25,43.33,44.54,-1.21,-2.72,2342,666.18065
000858.SZ,1999/11/22,42.95,43.48,42.95,43.07,43.33,-0.26,-0.6,2966,828.9406
000858.SZ,1999/11/23,43.07,43.24,42.92,43.1,43.07,0.03,0.07,1619,451.3903
000858.SZ,1999/11/24,42.95,43.39,42.95,43.33,43.1,0.23,0.53,1864,522.0747
000858.SZ,1999/11/25,43.27,43.51,43.12,43.25,43.33,-0.08,-0.18,1558,436.77525
000858.SZ,1999/11/26,43.18,43.36,43.18,43.25,43.25,0,0,1764,494.0575
000858.SZ,1999/11/29,43.25,44.45,43.25,43.54,43.25,0.29,0.67,1277,361.4642
000858.SZ,1999/11/30,44.3,44.45,43.49,43.94,43.54,0.4,0.92,1304,371.157375
000858.SZ,1999/12/1,44,44.15,43.63,43.76,43.94,-0.18,-0.41,1201,341.2703
000858.SZ,1999/12/2,43.87,43.87,43.25,43.4,43.76,-0.36,-0.82,1401,395.506975
000858.SZ,1999/12/3,43.55,43.55,43.25,43.31,43.4,-0.09,-0.21,2355,660.257
000858.SZ,1999/12/6,43.4,43.52,43.22,43.39,43.31,0.08,0.18,2172,608.3503
000858.SZ,1999/12/7,43.25,43.91,43.25,43.55,43.39,0.16,0.37,1200,337.801775
000858.SZ,1999/12/8,43.55,45.29,43.55,44.39,43.55,0.84,1.93,7661,2220.989
000858.SZ,1999/12/9,44.48,44.6,43.7,43.94,44.39,-0.45,-1.01,1714,487.48995
000858.SZ,1999/12/10,43.85,44.06,43.27,44.03,43.94,0.09,0.2,2740,775.0834
000858.SZ,1999/12/13,44.17,44.27,43.54,43.6,44.03,-0.43,-0.98,2798,791.94545
000858.SZ,1999/12/14,43.55,43.82,43.48,43.63,43.6,0.03,0.07,3710,1046.631
000858.SZ,1999/12/15,43.7,45.17,43.7,44.51,43.63,0.88,2.02,8310,2403.9114
000858.SZ,1999/12/16,44.77,44.77,44.05,44.23,44.51,-0.28,-0.63,2810,808.1251
000858.SZ,1999/12/17,44.32,45.92,44.32,45.19,44.23,0.96,2.17,14248,4190.2262
000858.SZ,1999/12/21,45.28,47.33,45.23,46.84,45.19,1.65,3.65,22440,6796.72
000858.SZ,1999/12/22,46.87,47.29,46.1,46.54,46.84,-0.3,-0.64,9132,2759.4888
000858.SZ,1999/12/23,46.52,46.78,45.05,45.11,46.54,-1.43,-3.07,5244,1551.5392
000858.SZ,1999/12/24,44.98,45.2,44.47,44.56,45.11,-0.55,-1.22,3574,1034.3661
000858.SZ,1999/12/27,44.6,45.2,44.18,44.89,44.56,0.33,0.74,3692,1071.2058
000858.SZ,1999/12/28,45.28,45.77,44.6,44.71,44.89,-0.18,-0.4,3099,906.2726
000858.SZ,1999/12/29,44.6,45.41,44.47,45.34,44.71,0.63,1.41,3157,919.4311
000858.SZ,1999/12/30,45.2,45.5,44.77,45.2,45.34,-0.14,-0.31,2534,744.93445
000858.SZ,2000/1/4,45.5,46.82,45.2,46.4,45.2,1.2,2.65,7017,2109.2246
000858.SZ,2000/1/5,46.7,48.65,46.51,46.82,46.4,0.42,0.91,14726,4538.498
000858.SZ,2000/1/6,46.7,49.07,46.4,48.65,46.82,1.83,3.91,17496,5474.3148
000858.SZ,2000/1/7,49.07,50.9,49.04,50.42,48.65,1.77,3.64,40275,13111.5248
000858.SZ,2000/1/10,50.9,51.5,50.26,50.47,50.42,0.05,0.1,32422,10706.5544
000858.SZ,2000/1/11,50.54,50.84,48.13,48.41,50.47,-2.06,-4.08,20452,6581.5296
000858.SZ,2000/1/12,47.83,49.25,47.15,47.6,48.41,-0.81,-1.67,11199,3476.9228
000858.SZ,2000/1/13,47.45,47.75,46.97,47,47.6,-0.6,-1.26,7723,2367.6294
000858.SZ,2000/1/14,46.85,47.3,46.22,46.27,47,-0.73,-1.55,6406,1940.228
000858.SZ,2000/1/17,46.24,47.24,45.67,47.24,46.27,0.97,2.1,4746,1429.806
000858.SZ,2000/1/18,47.45,48.43,46.79,47.98,47.24,0.74,1.57,5481,1691.2662
000858.SZ,2000/1/19,48.2,51.17,48.2,50.12,47.98,2.14,4.46,28394,9312.6768
000858.SZ,2000/1/20,50.09,50.9,49.4,50.12,50.12,0,0,14174,4616.3732
000858.SZ,2000/1/21,50.15,50.74,49.58,50.23,50.12,0.11,0.22,19059,6230.6444
000858.SZ,2000/1/24,50.53,52.78,50.38,51.64,50.23,1.41,2.81,31332,10545.7816
000858.SZ,2000/1/25,52.25,52.55,50.23,50.27,51.64,-1.37,-2.65,13237,4398.7388
000858.SZ,2000/1/26,55.18,55.18,49.78,50.26,50.27,-0.01,-0.02,37995,12603.7368
000858.SZ,2000/1/27,50.3,50.57,48.53,49.18,50.26,-1.08,-2.15,46746,14878.808
000858.SZ,2000/1/28,49.25,51.35,47.75,51.19,49.18,2.01,4.09,49786,15808.1616
000858.SZ,2000/2/14,51.95,56.15,51.95,55.58,51.19,4.39,8.58,58722,20657.592
000858.SZ,2000/2/15,56,56.83,52.25,53.33,55.58,-2.25,-4.05,88356,31713.2608
000858.SZ,2000/2/16,53,53.3,50.9,51.11,53.33,-2.22,-4.16,44369,14949.7088
000858.SZ,2000/2/17,51.35,54.5,49.25,49.4,51.11,-1.71,-3.35,42834,14256.3552
000858.SZ,2000/2/18,49.25,51.77,48.77,50.89,49.4,1.49,3.02,26633,8750.9176
000858.SZ,2000/2/21,51.05,53,49.7,51.47,50.89,0.58,1.14,26021,8647.3232
000858.SZ,2000/2/22,51.44,52.18,49.25,49.46,51.47,-2.01,-3.91,24183,7895.16
000858.SZ,2000/2/23,49.25,49.25,47.35,47.69,49.46,-1.77,-3.58,22260,6950.0264
000858.SZ,2000/2/24,48.5,48.65,47.69,48.61,47.69,0.92,1.93,11897,3716.4512
000858.SZ,2000/2/28,48.35,53.35,46.85,51.94,48.61,3.33,6.85,67059,21692.632
000858.SZ,2000/2/29,52.25,53,50,50.38,51.94,-1.56,-3,47600,15803.8262
000858.SZ,2000/3/1,50.45,51.8,48.8,49.15,50.38,-1.23,-2.44,23410,7602.2352
000858.SZ,2000/3/2,49.1,49.4,47.77,48.59,49.15,-0.56,-1.14,23949,7557.9552
000858.SZ,2000/3/3,48.95,50.74,48.8,49.19,48.59,0.6,1.23,17160,5516.6764
000858.SZ,2000/3/6,49.4,49.99,47.77,47.93,49.19,-1.26,-2.56,16907,5338.6056
000858.SZ,2000/3/7,47.75,50,47.15,49.36,47.93,1.43,2.98,17287,5457.3492
000858.SZ,2000/3/8,49.52,49.78,48.44,49.1,49.36,-0.26,-0.53,10578,3360.4084
000858.SZ,2000/3/9,49.25,49.55,48.25,48.62,49.1,-0.48,-0.98,12667,4014.2884
000858.SZ,2000/3/10,48.8,48.8,47.72,47.83,48.62,-0.79,-1.62,14278,4453.4272
000858.SZ,2000/3/13,47.75,49.25,47.32,48.22,47.83,0.39,0.82,8266,2580.556
000858.SZ,2000/3/14,47.75,47.75,46.25,47.02,48.22,-1.2,-2.49,17925,5466.6008
000858.SZ,2000/3/15,47.09,47.45,46.52,46.57,47.02,-0.45,-0.96,11852,3607.184
000858.SZ,2000/3/16,46.54,46.55,44.6,44.99,46.57,-1.58,-3.39,16510,4880.166
000858.SZ,2000/3/17,44.75,45.65,44.57,45.61,44.99,0.62,1.38,11120,3268.8098
000858.SZ,2000/3/20,44.75,46.22,44.75,46.1,45.61,0.49,1.07,11062,3281.5196
000858.SZ,2000/3/21,46.1,47.42,46.1,46.46,46.1,0.36,0.78,8540,2592.0652
000858.SZ,2000/3/22,46.43,46.85,46.37,46.51,46.46,0.05,0.11,10570,3189.2686
000858.SZ,2000/3/23,46.49,46.67,45.95,46.28,46.51,-0.23,-0.49,11746,3517.4836
000858.SZ,2000/3/24,46.33,47.89,46.33,47.23,46.28,0.95,2.05,16246,4991.9784
000858.SZ,2000/3/27,47.45,48.01,46.67,47.48,47.23,0.25,0.53,12098,3705.4028
000858.SZ,2000/3/28,47.77,48.2,47.12,47.54,47.48,0.06,0.13,10999,3386.6308
000858.SZ,2000/3/29,47.68,47.8,46.25,47.09,47.54,-0.45,-0.95,11004,3368.5768
000858.SZ,2000/3/30,47.17,47.45,46.78,46.97,47.09,-0.12,-0.25,13116,3994.4788
000858.SZ,2000/3/31,47,47.03,46.25,46.48,46.97,-0.49,-1.04,17620,5309.2944
000858.SZ,2000/4/3,46.48,47.71,46.25,46.52,46.48,0.04,0.09,8671,2640.726
000858.SZ,2000/4/4,46.27,46.48,45.65,45.95,46.52,-0.57,-1.23,11367,3395.2896
000858.SZ,2000/4/5,45.95,46.7,45.95,46.25,45.95,0.3,0.65,5285,1583.0435
000858.SZ,2000/4/6,46.33,47,46.25,46.76,46.25,0.51,1.1,6609,1993.6334
000858.SZ,2000/4/7,46.85,47,46.4,46.51,46.76,-0.25,-0.53,7839,2369.0402
000858.SZ,2000/4/10,46.63,48.17,46.63,47.87,46.51,1.36,2.92,18515,5739.2632
000858.SZ,2000/4/11,47.9,48.17,47.2,47.51,47.87,-0.36,-0.75,9032,2793.2284
000858.SZ,2000/4/12,47.72,47.89,46.73,46.99,47.51,-0.52,-1.09,7264,2227.508
000858.SZ,2000/4/13,47,47.66,46.97,47.35,46.99,0.36,0.77,7081,2169.9826
000858.SZ,2000/4/14,47.44,49.09,47.38,48.38,47.35,1.03,2.18,30040,9421.5632
000858.SZ,2000/4/17,48.46,51.2,48.46,49.84,48.38,1.46,3.02,46337,15079.6848
000858.SZ,2000/4/18,50,50.72,48.67,49.49,49.84,-0.35,-0.7,14218,4553.234
000858.SZ,2000/4/19,49.52,49.85,48.5,48.67,49.49,-0.82,-1.66,14535,4615.1356
000858.SZ,2000/4/20,48.8,49.19,48.19,48.35,48.67,-0.32,-0.66,9543,3000.777
000858.SZ,2000/4/21,48.92,49.1,48.25,48.35,48.35,0,0,4971,1569.9793
000858.SZ,2000/4/24,48.35,48.8,47.75,47.78,48.35,-0.57,-1.18,8232,2563.1998
000858.SZ,2000/4/25,47.78,48.28,47.72,47.9,47.78,0.12,0.25,5701,1772.141
000858.SZ,2000/4/26,47.99,48.5,47.72,47.75,47.9,-0.15,-0.31,6180,1924.3052
000858.SZ,2000/4/27,47.9,48.17,47.27,47.32,47.75,-0.43,-0.9,8018,2477.901
000858.SZ,2000/4/28,47.33,48.65,47.3,48.05,47.32,0.73,1.54,8371,2605.822
000858.SZ,2000/5/8,48.47,49.13,48.35,48.73,48.05,0.68,1.42,9518,3018.9398
000858.SZ,2000/5/9,48.5,48.92,47.45,47.65,48.73,-1.08,-2.22,5760,1789.9142
000858.SZ,2000/5/10,47.75,47.75,46.22,46.27,47.65,-1.38,-2.9,9237,2785.7994
000858.SZ,2000/5/11,46.25,46.7,44.9,45.73,46.27,-0.54,-1.17,7571,2256.4978
000858.SZ,2000/5/12,46.25,46.55,45.62,46.21,45.73,0.48,1.05,5383,1606.6077
000858.SZ,2000/5/15,46.27,46.94,45.05,45.25,46.21,-0.96,-2.08,4594,1360.0497
000858.SZ,2000/5/16,45.37,45.8,45.35,45.58,45.25,0.33,0.73,3812,1126.7935
000858.SZ,2000/5/17,45.65,46.52,45.62,45.64,45.58,0.06,0.13,3164,942.3266
000858.SZ,2000/5/18,45.65,46.25,45.65,46.09,45.64,0.45,0.99,3117,929.7181
000858.SZ,2000/5/19,46.12,46.52,45.94,46.25,46.09,0.16,0.35,5220,1562.2574
000858.SZ,2000/5/22,46.25,46.97,45.95,46.58,46.25,0.33,0.71,8149,2457.1666
000858.SZ,2000/5/23,46.75,47,45.95,46.51,46.58,-0.07,-0.15,7120,2139.156
000858.SZ,2000/5/24,46.25,46.7,46.07,46.48,46.51,-0.03,-0.06,8597,2586.3326
000858.SZ,2000/5/25,46.55,47.92,46.55,47.3,46.48,0.82,1.76,9351,2870.8368
000858.SZ,2000/5/26,47.45,47.89,47.02,47.26,47.3,-0.04,-0.08,7434,2285.822
000858.SZ,2000/5/29,47.3,47.83,46.85,47.75,47.26,0.49,1.04,12366,3792.0188
000858.SZ,2000/5/30,48.17,48.28,47,47.02,47.75,-0.73,-1.53,6808,2096.1098
000858.SZ,2000/5/31,47,47.15,46.4,46.58,47.02,-0.44,-0.94,7417,2248.0616
000858.SZ,2000/6/1,46.63,47.75,46.55,47.11,46.58,0.53,1.14,5855,1789.1424
000858.SZ,2000/6/2,48.5,49.37,47.45,47.75,47.11,0.64,1.36,5573,1729.0918
000858.SZ,2000/6/5,47.75,49.63,47.47,48.49,47.75,0.74,1.55,21197,6673.366
000858.SZ,2000/6/6,49.1,50.83,48.8,49.87,48.49,1.38,2.85,45876,14950.5088
000858.SZ,2000/6/7,50.15,50.45,48.52,48.64,49.87,-1.23,-2.47,16176,5159.4548
000858.SZ,2000/6/8,48.5,48.5,47.75,47.92,48.64,-0.72,-1.48,9066,2821.609
000858.SZ,2000/6/9,47.92,48.5,47.12,47.23,47.92,-0.69,-1.44,8011,2466.9276
000858.SZ,2000/6/12,47.17,47.72,46.63,47.3,47.23,0.07,0.15,5532,1686.8088
000858.SZ,2000/6/13,47.3,47.72,47.27,47.54,47.3,0.24,0.51,5032,1551.1743
000858.SZ,2000/6/14,47.75,48.8,46.25,47.8,47.54,0.26,0.55,7460,2311.119
000858.SZ,2000/6/15,47.9,48.17,47.48,47.69,47.8,-0.11,-0.23,4087,1267.1935
000858.SZ,2000/6/16,47.69,47.75,47.15,47.23,47.69,-0.46,-0.96,5729,1764.8046
000858.SZ,2000/6/19,47.75,49.25,47.75,48.65,47.23,1.42,3.01,20128,6400.7464
000858.SZ,2000/6/20,48.89,49.18,48.16,48.26,48.65,-0.39,-0.8,8025,2534.1396
000858.SZ,2000/6/21,48.34,48.8,48.26,48.53,48.26,0.27,0.56,5470,1724.3466
000858.SZ,2000/6/22,48.95,49.03,48.56,48.58,48.53,0.05,0.1,5282,1673.1684
000858.SZ,2000/6/23,48.43,48.94,48.2,48.79,48.58,0.21,0.43,8121,2561.0506
000858.SZ,2000/6/26,48.79,50.45,48.65,49.39,48.79,0.6,1.23,15509,5008.1776
000858.SZ,2000/6/27,49.94,50,48.49,48.85,49.39,-0.54,-1.09,5481,1743.7994
000858.SZ,2000/6/28,48.95,49.55,48.83,48.97,48.85,0.12,0.25,7176,2290.0372
000858.SZ,2000/6/29,49.1,50.68,49.1,49.72,48.97,0.75,1.53,20607,6690.4408
000858.SZ,2000/6/30,49.99,51.05,49.87,50.27,49.72,0.55,1.11,33157,10927.0104
000858.SZ,2000/7/3,50.45,52.1,48.95,51.41,50.27,1.14,2.27,32829,10914.5096
000858.SZ,2000/7/4,51.43,52.4,50.9,52.21,51.41,0.8,1.56,22979,7741.188
000858.SZ,2000/7/5,52.25,52.55,51.65,51.68,52.21,-0.53,-1.02,16310,5529.3128
000858.SZ,2000/7/6,51.5,51.58,50.27,50.45,51.68,-1.23,-2.38,12930,4267.9716
000858.SZ,2000/7/7,50.45,51.47,50.3,50.83,50.45,0.38,0.75,9445,3123.9344
000858.SZ,2000/7/10,50.87,51.65,50.83,51.16,50.83,0.33,0.65,8404,2800.8358
000858.SZ,2000/7/11,51.2,51.62,50.83,50.9,51.16,-0.26,-0.51,9721,3227.3868
000858.SZ,2000/7/12,51.05,51.2,50.45,50.53,50.9,-0.37,-0.73,8605,2829.5102
000858.SZ,2000/7/13,50.54,50.75,50.15,50.45,50.53,-0.08,-0.16,9634,3154.2287
000858.SZ,2000/7/14,50.45,50.92,50,50.57,50.45,0.12,0.24,9059,2978.2996
000858.SZ,2000/7/17,50.57,50.9,50.15,50.17,50.57,-0.4,-0.79,5834,1911.1068
000858.SZ,2000/7/18,50.12,50.45,49.94,50.45,50.17,0.28,0.56,3953,1290.9587
000858.SZ,2000/7/19,50.68,51.5,50.68,50.75,50.45,0.3,0.59,7225,2399.776
000858.SZ,2000/7/20,50.9,51.92,50.75,50.96,50.75,0.21,0.41,8627,2871.9166
000858.SZ,2000/7/21,51.02,51.5,50.3,50.39,50.96,-0.57,-1.12,5437,1790.3622
000858.SZ,2000/7/24,50.03,50.3,49.75,49.9,50.39,-0.49,-0.97,4476,1455.3636
000858.SZ,2000/7/25,49.88,50.75,49.55,50,49.9,0.1,0.2,3762,1225.8781
000858.SZ,2000/7/26,50,50.45,49.82,50.36,50,0.36,0.72,3811,1242.3008
000858.SZ,2000/7/27,50.75,51.05,50,50.17,50.36,-0.19,-0.38,7787,2555.7178
000858.SZ,2000/7/28,51.95,53,51.05,52.1,50.17,1.93,3.85,33136,11215.8792
000858.SZ,2000/7/31,52.25,52.52,51.5,51.52,52.1,-0.58,-1.11,11748,3969.6628
000858.SZ,2000/8/1,51.59,51.95,51.13,51.77,51.52,0.25,0.49,7402,2485.3536
000858.SZ,2000/8/2,51.77,51.88,51.14,51.46,51.77,-0.31,-0.6,6363,2127.4572
